"observation_id","occurrence_id","name_submitted","family","genus","latitude","longitude","decimalLatitude","decimalLongitude","country","country_code","state_province","county_parish","municipality","country_raw","state_province_raw","county_raw","municipality_raw","political_units_raw","locality","verbatim_locality","locality_notes","island","island_group","water_body","date_collected","event_year","event_month","event_day","collector","catalog_number","record_number","basis_of_record","occurrence_status","establishment_means","verbatim_elevation","elevation_m","elevation_min_m","elevation_max_m","coordinate_uncertainty_m","geodetic_datum","georeference_remarks","habitat","occurrence_remarks","source_citation","source_url","source_file","source_sheet","original_row_number","taxon_scrub_status","tnrs_matched_name","gnrs_status","gvs_status","nsr_native_status"
"gosline_2023_1936","10686","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Chevalier, AJB","Lisowski","1712","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1936,"UNRESOLVED",,,,
"gosline_2023_1937","21919","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"17/02/1899",,,99,"Chevalier, AJB","P00535321","419","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1937,"UNRESOLVED",,,,
"gosline_2023_1938","20926","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/10/1907",,,7,"Chevalier, AJB","P00487008","18898","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1938,"UNRESOLVED",,,,
"gosline_2023_1939","20282","MaterialCitation",,,7.66,-8.32,7.66,-8.32,,"GN",,,,,,,,"countryCode=GN",,,,,,,"19/03/2009",,,9,"Haba, O-O","WAG.1264953","82","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1939,"UNRESOLVED",,,,
"gosline_2023_1940","17243","MaterialCitation",,,10.27,-14.39,10.27,-14.39,,"GN",,,,,,,,"countryCode=GN",,,,,,,"26/10/2016",,,16,"Bidault, E","P01192569","2579","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1940,"UNRESOLVED",,,,
"gosline_2023_1941","22894","MaterialCitation",,,7.62,-8.4,7.62,-8.4,,"GN",,,,,,,,"countryCode=GN",,,,,,,"10/09/2009",,,9,"Haba, O-O","WAG.1315571","172","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1941,"UNRESOLVED",,,,
"gosline_2023_1942","9400","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Lisowski, S","Lisowski","s.n.","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1942,"UNRESOLVED",,,,
"gosline_2023_1943","17815","MaterialCitation",,,8,-9.07,8,-9.07,,"GN",,,,,,,,"countryCode=GN",,,,,,,"05/05/2011",,,11,"Jongkind, CCH","WAG.1389368","10605","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1943,"UNRESOLVED",,,,
"gosline_2023_1944","18915","MaterialCitation",,,8.39,-8.96,8.39,-8.96,,"GN",,,,,,,,"countryCode=GN",,,,,,,"20/09/2011",,,11,"Bosch, CH","WAG0394706","328","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1944,"UNRESOLVED",,,,
"gosline_2023_1945","22852","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"24/04/1949",,,49,"Adam, J-G","P024875","4676","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1945,"UNRESOLVED",,,,
"gosline_2023_1946","19838","MaterialCitation",,,7.64,-8.33,7.64,-8.33,,"GN",,,,,,,,"countryCode=GN",,,,,,,"02/12/2007",,,7,"Jongkind, CCH","WAG0144031","8147","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1946,"UNRESOLVED",,,,
"gosline_2023_1947","19846","MaterialCitation",,,7.64,-8.34,7.64,-8.34,,"GN",,,,,,,,"countryCode=GN",,,,,,,"02/12/2007",,,7,"Jongkind, CCH","WAG0280213","8154","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1947,"UNRESOLVED",,,,
"gosline_2023_1948","1821","MaterialCitation",,,8.83,-8.46,8.83,-8.46,,"GN",,,,,,,,"countryCode=GN",,,,,,,"22/11/1949",,,49,"Adam, J-G","P03590034","7229","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1948,"UNRESOLVED",,,,
"gosline_2023_1949","1590","MaterialCitation",,,10.3849,-9.3056,10.3849,-9.3056,,"GN",,,,,,,,"countryCode=GN",,,,,,,"02/11/1966",,,66,"Lisowski, S","POZG-V-0031700","60201","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1949,"UNRESOLVED",,,,
"gosline_2023_1950","14145","MaterialCitation",,,7.68,-8.42,7.68,-8.42,,"GN",,,,,,,,"countryCode=GN",,,,,,,"09/12/2007",,,7,"Nimba Botanic Team","WAG.1520130","JR 1788","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1950,"UNRESOLVED",,,,
"gosline_2023_1951","644","MaterialCitation",,,9.6407,-13.5792,9.6407,-13.5792,,"GN",,,,,,,,"countryCode=GN",,,,,,,"12/01/1979",,,79,"Lisowski, S","POZG-V-0080200","51273","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1951,"UNRESOLVED",,,,
"gosline_2023_1952","667","MaterialCitation",,,9.41,-13.24,9.41,-13.24,,"GN",,,,,,,,"countryCode=GN",,,,,,,"04/06/2013",,,13,"Molmou D","K000798293","600","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1952,"UNRESOLVED",,,,
"gosline_2023_1953","27736","MaterialCitation",,,11.02033,-12.49622,11.02033,-12.49622,,"GN",,,,,,,,"countryCode=GN",,,,,,,"31/03/2019",,,19,"Konomou, G","K000749067","688","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1953,"UNRESOLVED",,,,
"gosline_2023_1954","19119","MaterialCitation",,,7.64,-8.5,7.64,-8.5,,"GN",,,,,,,,"countryCode=GN",,,,,,,"16/05/2011",,,11,"Jongkind, CCH","WAG.1092893","10828","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1954,"UNRESOLVED",,,,
"gosline_2023_1955","689","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Chevalier, AJB","Lisowski","12027","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1955,"UNRESOLVED",,,,
"gosline_2023_1956","19949","MaterialCitation",,,7.71,-8.4,7.71,-8.4,,"GN",,,,,,,,"countryCode=GN",,,,,,,"06/08/2008",,,8,"Jongkind, CCH","WAG.1271166","8302","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1956,"UNRESOLVED",,,,
"gosline_2023_1957","15280","MaterialCitation",,,10.54,-11.85,10.54,-11.85,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/03/1905",,,5,"Chevalier, AJB","P00486269","12517 bis","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1957,"UNRESOLVED",,,,
"gosline_2023_1958","20546","MaterialCitation",,,11.3,-10.71,11.3,-10.71,,"GN",,,,,,,,"countryCode=GN",,,,,,,"30/11/1939",,,39,"Jacques-Félix, H","WAG.1434386","540","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1958,"UNRESOLVED",,,,
"gosline_2023_1959","17753","MaterialCitation",,,7.87,-9.1,7.87,-9.1,,"GN",,,,,,,,"countryCode=GN",,,,,,,"26/04/2011",,,11,"Jongkind, CCH","WAG.1500116","10350","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1959,"UNRESOLVED",,,,
"gosline_2023_1960","16504","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"08/01/1949",,,49,"Adam, J-G","P01191428","3201","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1960,"UNRESOLVED",,,,
"gosline_2023_1961","16518","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"13/03/1948",,,48,"Adam, J-G","P01191432","8058","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1961,"UNRESOLVED",,,,
"gosline_2023_1962","6728","MaterialCitation",,,10.74,-14.55,10.74,-14.55,,"GN",,,,,,,,"countryCode=GN",,,,,,,"20/11/2007",,,7,"Burgt, XM van der","K001061534","1011","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1962,"UNRESOLVED",,,,
"gosline_2023_1963","24098","MaterialCitation",,,7.67,-8.44,7.67,-8.44,,"GN",,,,,,,,"countryCode=GN",,,,,,,"23/11/2007",,,7,"Nimba Botanic Team","WAG.1076449","JC 150","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1963,"UNRESOLVED",,,,
"gosline_2023_1964","14291","MaterialCitation",,,7.64,-8.33,7.64,-8.33,,"GN",,,,,,,,"countryCode=GN",,,,,,,"02/12/2007",,,7,"Nimba Botanic Team","WAG.1076735","WH 1548","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1964,"UNRESOLVED",,,,
"gosline_2023_1965","9714","MaterialCitation",,,9.7,-10.13,9.7,-10.13,,"GN",,,,,,,,"countryCode=GN",,,,,,,"21/11/2011",,,11,"Haba, PK","WTA","894","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1965,"UNRESOLVED",,,,
"gosline_2023_1966","15757","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"27/11/1949",,,49,"Adam, J-G","P02143647","7263 -7","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1966,"UNRESOLVED",,,,
"gosline_2023_1967","4451","MaterialCitation",,,8.19,-9.22,8.19,-9.22,,"GN",,,,,,,,"countryCode=GN",,,,,,,"23/03/2012",,,12,"Haba, PK","K001418615","992","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1967,"UNRESOLVED",,,,
"gosline_2023_1968","11914","MaterialCitation",,,9.54,-12.85,9.54,-12.85,,"GN",,,,,,,,"countryCode=GN",,,,,,,"03/02/2019",,,19,"Burgt, XM van der","WTA","2255","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1968,"UNRESOLVED",,,,
"gosline_2023_1969","12680","MaterialCitation",,,9.88,-12.56,9.88,-12.56,,"GN",,,,,,,,"countryCode=GN",,,,,,,"17/11/2011",,,11,"Cheek, M","WTA","16066","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1969,"UNRESOLVED",,,,
"gosline_2023_1970","19489","MaterialCitation",,,7.66,-8.37,7.66,-8.37,,"GN",,,,,,,,"countryCode=GN",,,,,,,"10/12/2006",,,6,"Jongkind, CCH","WAG.1305864","7599","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1970,"UNRESOLVED",,,,
"gosline_2023_1971","13189","MaterialCitation",,,9.7,-9.82,9.7,-9.82,,"GN",,,,,,,,"countryCode=GN",,,,,,,"17/11/2011",,,11,"Haba, PK","WTA","828","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1971,"UNRESOLVED",,,,
"gosline_2023_1972","3942","MaterialCitation",,,10.3849,-9.3056,10.3849,-9.3056,,"GN",,,,,,,,"countryCode=GN",,,,,,,"02/01/1967",,,67,"Lisowski, S","POZG-V-0059528","24992","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1972,"UNRESOLVED",,,,
"gosline_2023_1973","25766","MaterialCitation",,,7.67,-8.37,7.67,-8.37,,"GN",,,,,,,,"countryCode=GN",,,,,,,"03/12/2006",,,6,"Jongkind, CCH","MO:Tropicos:100418025","7470","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1973,"UNRESOLVED",,,,
