"observation_id","occurrence_id","name_submitted","family","genus","latitude","longitude","decimalLatitude","decimalLongitude","country","country_code","state_province","county_parish","municipality","country_raw","state_province_raw","county_raw","municipality_raw","political_units_raw","locality","verbatim_locality","locality_notes","island","island_group","water_body","date_collected","event_year","event_month","event_day","collector","catalog_number","record_number","basis_of_record","occurrence_status","establishment_means","verbatim_elevation","elevation_m","elevation_min_m","elevation_max_m","coordinate_uncertainty_m","geodetic_datum","georeference_remarks","habitat","occurrence_remarks","source_citation","source_url","source_file","source_sheet","original_row_number","taxon_scrub_status","tnrs_matched_name","gnrs_status","gvs_status","nsr_native_status"
"gosline_2023_1890","24101","MaterialCitation",,,7.65,-8.37,7.65,-8.37,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/12/2007",,,7,"Nimba Botanic Team","WAG.1092926","JR 1031","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1890,"UNRESOLVED",,,,
"gosline_2023_1891","18450","MaterialCitation",,,7.45,-9.3,7.45,-9.3,,"GN",,,,,,,,"countryCode=GN",,,,,,,"29/04/2011",,,11,"Jongkind, CCH","WAG.1092925","10423","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1891,"UNRESOLVED",,,,
"gosline_2023_1892","946","MaterialCitation",,,11.05,-12.45,11.05,-12.45,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/10/1937",,,37,"Jacques-Félix, H","P05223371","1961","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1892,"UNRESOLVED",,,,
"gosline_2023_1893","19418","MaterialCitation",,,7.58,-8.46,7.58,-8.46,,"GN",,,,,,,,"countryCode=GN",,,,,,,"11/12/1949",,,49,"Adam, J-G","WAG.1934406","7376","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1893,"UNRESOLVED",,,,
"gosline_2023_1894","15850","MaterialCitation",,,10.03,-12.86,10.03,-12.86,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Jacques-Félix, H","P00412586","195","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1894,"UNRESOLVED",,,,
"gosline_2023_1895","11756","MaterialCitation",,,7.66,-8.38,7.66,-8.38,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Sédibinet SIDIBE","PCBMN_162","s.n.","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1895,"UNRESOLVED",,,,
"gosline_2023_1896","7556","MaterialCitation",,,11.5,-12.5,11.5,-12.5,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Heudelot, M","WTA","858","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1896,"UNRESOLVED",,,,
"gosline_2023_1897","17121","MaterialCitation",,,10.32,-14.35,10.32,-14.35,,"GN",,,,,,,,"countryCode=GN",,,,,,,"25/10/2016",,,16,"Bidault, E","P01192396","2567","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1897,"UNRESOLVED",,,,
"gosline_2023_1898","8206","MaterialCitation",,,8.67,-8.88,8.67,-8.88,,"GN",,,,,,,,"countryCode=GN",,,,,,,"31/08/2008",,,8,"Burgt, XM van der","K000460554","1274","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1898,"UNRESOLVED",,,,
"gosline_2023_1899","24637","MaterialCitation",,,8.49,-8.9,8.49,-8.9,,"GN",,,,,,,,"countryCode=GN",,,,,,,"08/09/2008",,,8,"Burgt, XM van der","WAG0393352","1282","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1899,"UNRESOLVED",,,,
"gosline_2023_1900","7974","MaterialCitation",,,8.67,-8.88,8.67,-8.88,,"GN",,,,,,,,"countryCode=GN",,,,,,,"31/08/2008",,,8,"Burgt, XM van der","K000460558","1275","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1900,"UNRESOLVED",,,,
"gosline_2023_1901","13431","MaterialCitation",,,10.14,-11.69,10.14,-11.69,,"GN",,,,,,,,"countryCode=GN",,,,,,,"08/06/2011",,,11,"Haba, PK","K000683808","736","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1901,"UNRESOLVED",,,,
"gosline_2023_1902","3359","MaterialCitation",,,9.7261,-10.5931,9.7261,-10.5931,,"GN",,,,,,,,"countryCode=GN",,,,,,,"13/01/1967",,,67,"Lisowski, S","POZG-V-0052835","92326","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1902,"UNRESOLVED",,,,
"gosline_2023_1903","19500","MaterialCitation",,,7.65,-8.37,7.65,-8.37,,"GN",,,,,,,,"countryCode=GN",,,,,,,"16/06/2007",,,7,"Jongkind, CCH","WAG.1195521","7690","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1903,"UNRESOLVED",,,,
"gosline_2023_1904","22448","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/02/1950",,,50,"Schnell, RAA","P00101916","4376","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1904,"UNRESOLVED",,,,
"gosline_2023_1905","12523","MaterialCitation",,,11.5,-12.5,11.5,-12.5,,"GN",,,,,,,,"countryCode=GN",,,,,,,"22/06/1958",,,58,"Adam, J-G","K000865111","14579","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1905,"UNRESOLVED",,,,
"gosline_2023_1906","12991","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/01/1982",,,82,"Adam, J-G","Lisowski","1726","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1906,"UNRESOLVED",,,,
"gosline_2023_1907","21961","MaterialCitation",,,10.56,-11.59,10.56,-11.59,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/09/1907",,,7,"Chevalier, AJB","P00332040","18232","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1907,"UNRESOLVED",,,,
"gosline_2023_1908","23322","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Jacques-Félix, H","P00332015","s.n.","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1908,"UNRESOLVED",,,,
"gosline_2023_1909","6257","MaterialCitation",,,8.55,-8.88,8.55,-8.88,,"GN",,,,,,,,"countryCode=GN",,,,,,,"07/07/2006",,,6,"Cheek, M","K000437230","13297","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1909,"UNRESOLVED",,,,
"gosline_2023_1910","22132","MaterialCitation",,,11.05,-12.39,11.05,-12.39,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/07/1909",,,9,"Pobéguin, H","P00331987","2173","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1910,"UNRESOLVED",,,,
"gosline_2023_1911","20720","MaterialCitation",,,8.5,-10.51,8.5,-10.51,,"GN",,,,,,,,"countryCode=GN",,,,,,,"19/07/1949",,,49,"Adam, J-G","P00331945","5729","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1911,"UNRESOLVED",,,,
"gosline_2023_1912","22133","MaterialCitation",,,11.2,-12.56,11.2,-12.56,,"GN",,,,,,,,"countryCode=GN",,,,,,,"22/06/1958",,,58,"Adam, J-G","P00331913","14580","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1912,"UNRESOLVED",,,,
"gosline_2023_1913","24610","MaterialCitation",,,7.67,-8.34,7.67,-8.34,,"GN",,,,,,,,"countryCode=GN",,,,,,,"06/09/2009",,,9,"Haba, O-O","WAG0029738","164","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1913,"UNRESOLVED",,,,
"gosline_2023_1914","19705","MaterialCitation",,,7.65,-8.38,7.65,-8.38,,"GN",,,,,,,,"countryCode=GN",,,,,,,"16/07/2007",,,7,"Jongkind, CCH","WAG.1136971","7974","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1914,"UNRESOLVED",,,,
"gosline_2023_1915","22793","MaterialCitation",,,11.05,-12.36,11.05,-12.36,,"GN",,,,,,,,"countryCode=GN",,,,,,,"07/07/1962",,,62,"Adames, P","P00331790","292","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1915,"UNRESOLVED",,,,
"gosline_2023_1916","21962","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"04/08/1962",,,62,"Adames, P","P00331785","319","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1916,"UNRESOLVED",,,,
"gosline_2023_1917","22780","MaterialCitation",,,10.34,-9.3,10.34,-9.3,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/04/1903",,,3,"Pobéguin, H","P00331763","934","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1917,"UNRESOLVED",,,,
"gosline_2023_1918","22907","MaterialCitation",,,11.2,-12.12,11.2,-12.12,,"GN",,,,,,,,"countryCode=GN",,,,,,,"30/07/1962",,,62,"Adames, P","P00331737","318","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1918,"UNRESOLVED",,,,
"gosline_2023_1919","14450","MaterialCitation",,,7.67,-8.37,7.67,-8.37,,"GN",,,,,,,,"countryCode=GN",,,,,,,"15/08/2008",,,8,"Nimba Botanic Team","WAG0304418","XL 320","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1919,"UNRESOLVED",,,,
"gosline_2023_1920","19904","MaterialCitation",,,7.69,-8.39,7.69,-8.39,,"GN",,,,,,,,"countryCode=GN",,,,,,,"29/10/2007",,,7,"Damen, THJ","WAG0270082","297","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1920,"UNRESOLVED",,,,
"gosline_2023_1921","7604","MaterialCitation",,,8.56,-8.9,8.56,-8.9,,"GN",,,,,,,,"countryCode=GN",,,,,,,"09/08/2008",,,8,"Haba, PK","K000024114","210","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1921,"UNRESOLVED",,,,
"gosline_2023_1922","7772","MaterialCitation",,,8.55,-8.87,8.55,-8.87,,"GN",,,,,,,,"countryCode=GN",,,,,,,"08/08/2008",,,8,"Burgt, XM van der","K000024115","1199","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1922,"UNRESOLVED",,,,
"gosline_2023_1923","23337","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"02/07/1898",,,98,"Maclaud, C","P00331615","80","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1923,"UNRESOLVED",,,,
"gosline_2023_1924","19782","MaterialCitation",,,7.71,-8.39,7.71,-8.39,,"GN",,,,,,,,"countryCode=GN",,,,,,,"18/11/2007",,,7,"Jongkind, CCH","WAG.1137131","8073","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1924,"UNRESOLVED",,,,
"gosline_2023_1925","26926","MaterialCitation",,,7.67,-8.37,7.67,-8.37,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Rainbio","UB99818","s.n.","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1925,"UNRESOLVED",,,,
"gosline_2023_1926","21426","MaterialCitation",,,10.66,-12.26,10.66,-12.26,,"GN",,,,,,,,"countryCode=GN",,,,,,,"08/10/1907",,,7,"Chevalier, AJB","P00331857","18802","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1926,"UNRESOLVED",,,,
"gosline_2023_1927","21781","MaterialCitation",,,11.03,-12.36,11.03,-12.36,,"GN",,,,,,,,"countryCode=GN",,,,,,,"14/07/1962",,,62,"Adames, P","P00339825","300","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1927,"UNRESOLVED",,,,
"gosline_2023_1928","19647","MaterialCitation",,,7.67,-8.37,7.67,-8.37,,"GN",,,,,,,,"countryCode=GN",,,,,,,"07/07/2007",,,7,"Jongkind, CCH","WAG0280547","7904","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1928,"UNRESOLVED",,,,
"gosline_2023_1929","6722","MaterialCitation",,,10.74,-14.55,10.74,-14.55,,"GN",,,,,,,,"countryCode=GN",,,,,,,"20/11/2007",,,7,"Burgt, XM van der","K000023515","1005","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1929,"UNRESOLVED",,,,
"gosline_2023_1930","25752","MaterialCitation",,,7.71,-8.35,7.71,-8.35,,"GN",,,,,,,,"countryCode=GN",,,,,,,"11/10/2011",,,11,"Diabaté, M","MO-2452987","1008","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1930,"UNRESOLVED",,,,
"gosline_2023_1931","19692","MaterialCitation",,,7.69,-8.41,7.69,-8.41,,"GN",,,,,,,,"countryCode=GN",,,,,,,"14/07/2007",,,7,"Jongkind, CCH","WAG.1528043","7963","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1931,"UNRESOLVED",,,,
"gosline_2023_1932","13770","MaterialCitation",,,7.69,-8.39,7.69,-8.39,,"GN",,,,,,,,"countryCode=GN",,,,,,,"10/11/2012",,,12,"Lerat, E","P00853415","99","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1932,"UNRESOLVED",,,,
"gosline_2023_1933","19520","MaterialCitation",,,7.69,-8.39,7.69,-8.39,,"GN",,,,,,,,"countryCode=GN",,,,,,,"18/06/2007",,,7,"Jongkind, CCH","WAG.1741692","7729","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1933,"UNRESOLVED",,,,
"gosline_2023_1934","1161","MaterialCitation",,,7.99,-9.08,7.99,-9.08,,"GN",,,,,,,,"countryCode=GN",,,,,,,"06/05/2011",,,11,"Jongkind, CCH","WAG0407541","10621","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1934,"UNRESOLVED",,,,
"gosline_2023_1935","13802","MaterialCitation",,,7.67,-8.37,7.67,-8.37,,"GN",,,,,,,,"countryCode=GN",,,,,,,"10/10/2011",,,11,"Bidault, E","P00853485","177","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",1935,"UNRESOLVED",,,,
